	8
Rippl Renáta,	4
Osnowski Stefan,	2
Nagy Eszter művészettörténész	2
STURCZ János művészettörténész	2
dr. Novák Ágnes,	2
Ivan DMITRIJEV	2
Blaskó Ágnes,	3
Ilya Gaponov,	2
Tamási Miklós,	13
Kettinger Klára,	1
Kiss Gábor Miskolc MJV alpolgármestere	4
Ľubica Koreňová,	2
Francesco Rosi,	2
Megyeri Barbara,	4
Arláth Krisztina,	6
Annamarie Türk  a kiállítás kurátora,	2
TIHANYI Lajos,	2
Uta Krauss,	1
Aneta Szylak	2
Aliki Koutoura,	1
Szilágyi Róza Tekla,	31
Svéd képregényalkotók,	1
somhegyi zoltán	2
MKE festő szakos hallgatói,	2
Takács Anikó,	2
Megnyitó performansz és party: 2016. június 16.,	2
kurátor: Eike	1
Andrzej Jakub Olejniczak (pl/uS),	1
Erőss István  tanszékvezető	2
Nagy Zsofia,	2
A Debreceni Egyetem Építészmérnöki Karának hallgatói,	1
Acsai Roland költő,	2
Gömöri Zsuzsanna,	2
Kanalas Zsanett,	2
F. Dózsa Katalin művészettörténész	1
Balázs Imre,	2
Kathy Rose (USA),	1
Dr. Pogány Gábor művészettörténész,	2
H. Fehér Margit újságíró-szerkesztő	1
Koncz Gábor,	9
Kassák Múzeum	6
Szlameniczky Zita Éva,	2
Mieke Gerritzen,	1
Király Tamás	2
Benkovits György	1
Zaha Hadid + Patrik Schumacher,	2
Sibak Eszter,	2
ZSIKLA Mónika művészettörténész,	2
Oláh Katalin Kinga,	6
Typex,	2
Kaspar Goba,	2
Kaido Ole és Marko Mäetamm,	2
Pcsika Márton,	2
Safy Sniper,	2
Kolozsvári Csenge	1
Almásy Ivor,	5
Várfok Galéria	2
Szabó Eszter,	79
Betty Bee,	2
Földi Péter	6
Bán Zsófia író  az ELTE docense,	2
Tátrai Annamária,	2
SZÉCSÉNYI-NAGY Loránd,	2
Close,	2
Haraszty István  Hencze Tamás,	2
a Kéz | Mű | Remek. Népművészet. Nemzeti Szalon 2018 c. kiállításon	3
Marc BERTI-AZAR,	1
Csikós Tibor,	1
Dennert Árpád,	2
Ibos Éva	2
Közreműködik: Szirtes Edina Mókus,	2
Rosa Barbra,	2
Ervin Patkai,	2
Phillippe Brame	2
Katarina	2
Müllner András (ELTE Média és Kommunikáció Tanszék)	1
Méhes Lóránt (Zuzu),	1
Közreműködő képzőművész: Kaszás Tamás,	14
Igor és Ivan Buharov: Az itt élő lelkek nagy része,	1
Stanislav Bubán festőművész,	2
Szabó Gábor,	4
Agnes Denes,	2
Paizs László,	12
Kaszás Tamás - Murányi Mózes Márton (HU),	2
Marosi Ernő művészettörténész	5
Richard Ibghy and Marilou Lemmens,	2
Viktor Ribas,	2
Octavio Alimudin	2
Verebics Kati festőművész,	2
Mieko Shiomi,	2
Nagy Robert,	2
Lóránt Zsuzsa,	2
Julien Saglio,	1
Pávai Patak Márta	4
VARGA Ádám	2
Herendi Porcelánművészeti Múzeum Alapítvány (H),	2
Kozák Andrea,	2
Fábry Péter	2
Zilahi Anna,	8
Előadó: Szentpéteri Márton,	2
Michael Patrick Martin,	2
Marika DANČ-ROTH,	4
Szabó Tünde Judit,	1
John Mosher,	2
Raatzsch Jenő André,	4
Jonas Georg CHRISTENSEN,	2
GEORGIVS SOOSVR (Soós György) és ST. MERLIHT (Soós Tamás),	2
Dobó Bianka	2
Mohai Tamás,	2
Kovács László Putu,	2
Rácmolnár Milán	1
Szamódy Zsolt Olaf,	4
Solti András,	2
Gon Zifroni (NL/BE),	2
ORMSTAD / POURBAIX,	2
Schmidt Gabriella,	8
Kihelyezett kiállítás SZOLNOKON,	1
Eleőd Ildikó művészettörténész,	2
Trokán Nóra,	2
Boros Géza művészettörténész	2
GÁBOR Áron,	1
Johan András	3
XVII. Országos Kisplasztikai Biennálé	1
Válogatás a Vadnai Galériával együttműködő  művészek munkáiból	2
Sinoros Szabó Katalin művészettörténész	2
Jorge Gonzalez Velazquez,	2
Barbici Éva,	2
Főszerkesztő: Körber Ágnes,	2
Halper Dávid	2
Ashley Reyes,	2
Lorant Aniko - Ludmann Gyorgy - Erdei Zsuzsanna,	2
Daniel Dewaele,	2
Magdaléna Klobúèniková,	2
Benkovits György,	2
polihisztor,	2
Lerner Balázs	2
Magic Mosquitoz,	2
Syporca Whandal képzőművész	1
Kispál Szabolcs,	2
Kortárs Művészek	2
Sylvain Barbier,	2
Keserü Katalin művészettörténész	3
román,	3
Horváth Csaba Árpád,	33
KELE Judit,	2
Drimmer Katalin,	1
Seregi Tamás (esztéta  ELTE BTK)	2
HAász Ágnes	4
Sven Stilinović,	4
Kálmán C. György,	2
Véronique Prugnaud	2
Karin Ferrari,	2
Ulrike Rosenbach,	2
YOKOMIZO MIYUKI,	2
Katarína BAJCUROVÁ	2
Avi Feldman,	4
Kesselyák Gergely - a "Bartók +" Miskolci Operafesztivál ügyvezetője	2
TÓTH Lívia,	7
Bánki Gabi,	1
László Loren-Mais Monsieur-	2
Henri PROSI,	2
Łukasz Stokłosa,	4
Csikós Árpád,	1
Jan DANEBOD,	2
Gaján Éva,	2
Opánszki Tamás festő,	2
Markó Balázs,	2
Tillmann  József,	2
Csurgai Ferenc,	8
Kiss Tanne István,	10
Koralevics Rita,	19
Gróf Balázs,	4
SZATMÁRI Gergely,	10
Tenk István,	2
Kristó Róbert,	4
Impromtu,	2
Joseph Szabo,	2
RÓNAI-BALÁZS Zoltán	2
Hammerstein Judit,	3
festő: Kudor Duka István,	2
Máté Gábor,	14
László Csáki,	2
Tanja Ristovski,	1
A Danish Architecture Centre (Koppenhága) kiállítása,	2
Marine Joatton  Komlovszky-Szvet Tamás,	1
KIRAKAT,	2
Prága,	2
Fujiwara Masaki,	2
Beszélgetőtársak: Básthy Ágnes (FFS) és Pfisztner Gábor	2
Váradi Zita,	2
Yukiko Shikata	1
Syövénzi Anikó,	2
Uhl Gabriella a megnyitó alkalmából "múzeumi vezetést" tart	2
Mitro Lilla,	2
Jámbor Évi,	2
Zuzanna Janin,	4
Vörös Botond	1
Sebastian Bialkowski,	2
Falvay Miklós,	2
Gilly Tamás,	15
Igazgatóság Elnöke	2
Tolvaj Zoltán,	2
Szigethy Anna	4
60 alkotó	2
Kurátori tárlatvezetés Stróbl Mátyással és Peternák Annával	2
Bálint Bence,	14
Dékány Tibor,	2
Sztojánovits Andrea,	11
Momo Calascibetta,	2
Szász Anna Lujza	2
Nemes Nagy Ágnes,	2
Tillmann J. A. filozófus	3
Kecskés Kriszta,	4
Christopher Pinney	1
és sokan mások,	3
Pauer Gyula  Perneczky Géza,	2
Imre Györgyi művészettörténész	1
Nagy Imre,	2
Zbigniew Zamachowski,	3
Türk Péter,	29
Ágens,	2
Olga Kovrikova,	2
Csonka Zoltán	2
Juhász Katinka,	2
Fekete Zsuzsanna,	10
KUTASI Károly,	1
Magyar Dóra,	2
filmkritikus	3
Molnár Tímea	2
Joó Julianna művészettörténész	2
Aranyosi Zsuzsa,	2
GAZDAG Gyula,	2
Schneller János,	12
Thorday Filoména,	2
Gy. Molnár István,	2
Schmidt Motor Péter,	2
Szabó Veronika,	2
MAGNUM,	2
Moreno PINCAS,	1
Adi Rosenblum,	2
Schmied Andrea,	2
Kincses Gyula	2
Horányi Özséb,	2
Gyenge Enikő	1
PETŐCZ András,	2
Cs. Tóth János	2
Braco DimitrijeviBraco Dimitrijeviæ,	2
Bizzei István,	1
Az Országos Színháztörténeti Múzeum és Intézet kiállítása,	2
Török Ádám és a Mini,	2
Alexander Brender & Barbara Schurz	2
Pályi Zsófia fotográfus,	2
Bernardo Bertolucci	1
Gáti Anna a Willbe design enteriőrtervezője  KREA oktató,	1
Balvin Nándor,	2
Pier PaoloPasolini: Edipo re	1
Tebeli Szabolcs,	4
Józsa Márta,	2
Moho Design,	2
London Fieldworks,	4
nemzetközi csoportos kiállítás	3
Németh Miklós,	2
M.C.Herbst,	2
Kiégő Izzók vizuális brigád,	1
ALMÁSI J. Csaba,	2
Kertész,	2
Pécsi József	2
Kovalovszky Dániel,	13
Farkas Viola művészettörténész	21
FKSE-tagok	2
A.P.A. Galéria	2
NIKMOND BEÁTA,	1
Ewa Solarz,	1
Peternák Miklós,	49
PARENTE,	2
Makrai Péter,	2
Soós Réka,	2
Abaffy Kinga,	2
Péczely Dóra,	2
Noah Fisher (NYC) - Nemes Csaba (HU),	2
Repászki  Ferenc,	1
Sáry Bánk	2
Földvári Zsuzsa	2
HECKER Péter,	3
Le Quy Tong	1
MikikeveR	2
Wolf Eszter,	6
A BME Középülettervezési Tanszék 70 éve	2
MAMŰ Társaság,	6
MOLNÁR SÁNDOR,	2
World Press Photo 08,	2
a Műcsarnok vezető kurátora	2
Keresztesi Botond,	49
KEPP Showroom,	2
Patrick Schmierer	2
Dan GRAHAM,	2
KONDOR Béla,	2
Dér András és Hartai László,	2
Kovács Juju,	2
Mittich Boglárka,	2
Locsmándi Gábor PhD  nyug. egyetemi docens,	2
Lázár Dóri,	9
Daniela Krajčová,	4
Demszky Gábor főpolgármester,	2
Gaat Andras,	2
A MOME Tervezőgrafika Tanszékének hallgatói,	1
Osama ZATAR,	2
NAGY Martin,	2
hatvanhat költő,	2
Ultrabianka,	2
15 oratol / Julien Saglio: Leves-komozicio	3
Christine Lund,	2
médiaművészeti performansz,	1
Matzon Frigyes,	2
Vincze Teréz,	2
L. Simon László,	16
Czafrangó Sylvia,	1
Karen Arutyunyan	2
Jancsó Mikós a Széchenyi Irodalmi és Művészeti Akadémia elnöke	2
KONOK Tamás Kossuth-díjas festőművész	2
BÜRO imaginaire,	2
Wormser Antal,	2
GALAMBOS Áron,	6
18.  20.00 óra	2
A BKF Médiaművészeti Intézetének Média design szakja,	2
Robert Wiene,	2
Varga Levente,	2
a kurátor és társa	1
Berry Patten,	1
Csorba László főigazgató  Magyar Nemzeti Múzeum,	2
Cseke Szilárd,	45
Művésztelepek,	2
összeállítás 1997 és 2000 között Németországban készült médiaművészeti munkákból,	1
András J. Nagy,	2
Szűts Miklós,	2
Szlabej Zoltán,	2
Marosi Kata,	1
Flohr Zsuzsi,	29
Zsámboki Miklós	28
Soós Katalin,	12
Fock Máté,	2
Murányi Mózes Márton (Salzburg),	2
Iancu Laura költő	2
Francia Ildikó,	2
Yelena Popova,	2
Sara Ambrosini,	1
Pent Leditgrant Emlékzenekar	1
Ghyczy Dénesh,	2
Marosi Ernő	10
Dawid Ryski,	1
Vadim Schaeffler,	2
Sergio Moscona,	1
Victor VASARELY	2
Max Bill (Ch),	1
Dr Lénárd László egyetemi tanár,	2
Nyíregyháza polgármestere,	1
Mascha LOGAÈEVA,	2
Kárándi Mónika,	9
Vitáris Iván,	2
Muntean / Rosenblum,	2
prof. Dr. Lakner Tamás dékán,	2
Aranyosi Zsuzsánna,	2
Kacsó Fugeçu,	3
Nagy Diána,	2
Papp Pala László,	4
a Népszava fotóriportere,	4
MENGYÁN ANDRÁS,	1
Elő­adó: Ci­ek­lin­ski Sán­dor film­esz­té­ta	1
Matta Attila,	1
planetmälcolm	2
Sebők Imre (1906-1980),	2
Kósa Gergő,	2
Magyari Balázs	1
Szinyova Gergő,	45
Wahorn András	13
VÁRFI ISTVÁN PITYKE,	2
Székely Ágota	2
Szegedi Katalin,	5
Számítógépes manipuláció: Kovács Zsolt,	2
Jaro Kyša,	2
Dima Grubin (BY),	2
Schallinger Dávid,	2
Reigl Judit,	20
Zsikla Mónika művészettörténész,	2
Dr. Bazsa György DSc	2
Marschall Miklós	2
Yorgos Sapountzis,	4
Karolina Freino & James Muriuki,	1
Chin-Cheng; Chu,	2
Révész Emese  művészettörténész	1
Hubert Hasler,	4
Grencsó István és barátai,	2
Josef Zinsberger,	2
Sarah Doroshuk,	2
Faluvégi Tünde,	2
Kótun Viktor,	4
László Gergely,	42
NAGY Gabriella irodalmár,	2
Anna Beata Bohdziewicz,	1
Tina Girouard,	2
Hushegyi Gábor művészettörténész,	2
Friedmann Endre,	3
Lakner Zsuzsa,	2
Gas Yakka	2
Muladi Brigitta művészettörténész,	11
Johan Tahon,	2
Hsien-Hsu;,	2
Feigl Nóra,	15
Gruber Béla,	5
Sunya,	2
Cristian Opris,	2
Nemes Tímea,	2
Abdulwahab Nadia,	2
Litván Péter	3
Kirill Chelushkin,	1
Köszöntőt mond: Illyés Miklós önkormányzati képviselő  a Humán Ügyek Bizottságának elnöke,	1
Payer Imre,	4
Francis Al&yuml;s,	2
Szabó Magdolna,	4
KOJA,	1
Koncsny,	2
ART EXPO,	2
Lelkes Bernadett,	4
Ficzek Ferenc,	15
Lendvai Ádám,	18
Nemere Réka képzőművész,	2
FÜRINÉ BABITS ÁGNES,	2
Csoszó Gabriella fotóművész,	1
Hegyi Dóra	26
Ilona,	1
Mózes Tamara,	8
a badeni Kunstverein elnöke	2
MARIA  RAJMON,	2
Laura BOUSHNAK,	2
Mélyi József műkritikus,	2
Ütő Endre,	2
Szabó Endre	2
Tóth Ego(n) István,	2
Martin Blazicek	1
Rundkino (D),	1
Franco CORTESE (I),	4
Sonkoly Tibor,	2
Experiment Kft.,	2
Morgan Oés#8217;Hara,	2
kecskés péter,	2
AATOTH franyo,	2
Jose Luis Benavides,	2
BuDoKu	1
Frömmel Gyula,	20
Erdész László,	12
Mr Johnessco Rodriquez,	2
Pataki Szandra,	2
Zuzu-Vető	2
PÓCSIK Andrea,	2
Gajdó Tamás színháztörténész	2
Pécsi József Ösztöndíjasok,	2
Sebastião Salgado,	1
egyetemi docens (Magyar Képzőművészeti Egyetem)	1
Pola Brändle,	6
Marosi László,	2
Icsa Antal,	2
Sasvári Edit	18
Cerovszki Iván,	3
Menyhárt Jenő	3
Bob BONIES,	4
YENGIBARIAN Mamikon	3
Kohán István,	2
KOFFÁN Károly ifj.,	2
Hock Beáta,	4
Alexandros Christodoulou,	2
Ciklusok Gosztola Gábor négy és fél évtizedes életművéből. Festmények,	1
Flohr Zsuzsi	2
Ferenczy Zsolt	2
Ferenczy Múzeumi Centrum	4
Antal István	4
Aleksander Zorgaf,	2
Andreas,	4
Alexander Tinei,	13
Carl Johan De Geer,	2
Christina Mitrentse,	2
Veszprémi Sára	4
Kevin Spacey,	2
SZ.A.F,	4
Szpaszov Zsolt,	2
Végső Ágota,	2
a Francia Intézet igazgatóhelyettese,	2
Ilona Keserű Ilona-kossuth díjas festőművész,	1
Kovács Gyula András,	4
Petra Feriancova (SK),	2
Bodor Lilla  Magyarország,	2
Schuller Judit Flóra	2
Seemann Adrienn,	9
Molnár Edit és Kékesi Zoltán szövegeivel,	2
Papp Réka Kinga	2
Pál Zsuzsanna Rebeka,	5
Albert,	1
az ELTE Művészetelméleti és Médiakutatási Intézetének igazgatója	2
Ganxta Döglégy Zolee	2
Masako Tanaka,	2
Sam Marlow,	2
Jozef Suchoža Határvidék c. kiállításán	2
Németh Zsanett,	2
Szolnoki József művész	2
Zongora: Márkus Tibor	2
Anders Kreuger,	2
Hanka Nóra,	13
Hayde Tibor Ervin,	2
Udvarhelyi Éva Tessza,	2
François Joly (F),	2
Szilágyi Szabolcs,	2
Pavel Vancát,	1
Lőrinczy Lia	1
Andrea STULTIENS (NL),	4
Zalavári András	2
Pika Nagy Árpád	15
Romhány Gergely	2
Johanna Binder,	1
Hock Bea	2
Lado Pochkhua,	2
Želimir ŽILNIK	3
Prokai Ádám,	2
Kerber Balázs,	2
Swierkiewitz Róbert hőlégballonjának függeszkedése,	2
Beyer György,	2
Buczkó György,	9
A tanulmánykötetet bemutatja: Rozsnyai József építészettörténész,	1
Almut Rink,	1
SZAKSZON Imre,	3
David Siepert  Monika Stalder,	2
Lisl Ponger André J. Raatzsch,	2
Winkler Nóra,	2
Bukovácz Lajos festőművész,	2
Judith Minks,	1
Albert George,	2
Komornik Eszter	6
Konok Tamás  Kossuth - díjas képzőművész	2
Hupján Attila,	2
Michal Moravcik (SK),	2
Simon Judit	1
Okos Gergely,	1
Zsákovics Ferenc	4
Christoph Meier,	2
Barkóczy Janka	2
Tuuli Toivola	2
Saskia Suominen,	2
Klie Zoltán,	3
az MTA főtitkára	2
Koronczay Dávid,	2
Mózes Tamara	2
Tamás Réthey-Prikkel,	2
Kendell Geers,	4
tánc	2
Rádóczy-Gyarmathy Gábor,	2
Réz András,	3
Lengyel és magyar művészek,	2
Deák Csillag művészeti író	2
+ SI-LA-GI és K.ZS. Drölma,	1
Szombathy Bálint  szépségkutató	2
Dr. Ernyey Gyula design-történész,	2
Vancsó Zoltán	2
Sol LeWitt,	2
ZOMBORI Mónika,	1
GANCZAUGH Miklós,	2
Drabik István	2
Gianfranco NICOLATO (I),	4
Magdalena Galińska,	4
Kovács Dénes pszihológus	2
Előadó: Báron György filmkritikus	2
Hangszintézis: Nagy Ágoston,	2
BERNÁTH Aurél,	4
Farkas Lucián,	2
Lengl Orsolya,	6
Lóránd János Demeter,	2
A. Fehér Vera,	10
Esze Dorka,	4
Philip Pocock,	7
Ninni Magdaleena Wager,	2
a Népszabadság fotóriporterével	2
Sven Johne,	4
Erick Beltrán,	1
Gunther Zsolt építész	11
Kilár István szobrász,	2
Péter Ildikó	3
Pinke Miklós,	6
Bus Boglárka,	2
FRIDVALSZKI Márk,	1
Juhász Ádám,	2
Michal Koleèek	2
Dr. Kállai Mária kormánymegbízott,	2
Magyar Képzőművészeti Egyetem Intermédia Tanszék / Intermedia Department of the Hungarian Academy of Fine Arts	2
Ana Hoffner,	1
Nomeda,	1
Szörényi László,	2
Hecher / Keim / Koronczi,	4
Noviki,	4
Judit Kurtág,	7
Dr. András Edit	2
Heimrich László művészeti író	2
Vörös Roland,	1
Slavko Matkoviæ,	2
Heta Makela,	2
Bátorfi Szabolcs,	12
Flavia PITIŞ,	2
Vlagyiszlav MAMISEV-MONROE,	2
Gadó Johanna,	2
Ferenczi Károly,	4
Appelshoffer József,	2
Gyöngyössy Csaba	1
Erdély Mátyás	2
Svätopluk Mikyta,	8
Béki István,	8
Ducki Tomek,	4
Gack László grafikusművész,	1
Bakos Ildikó	3
Bátai Sándor,	37
Bohumil Hrabal,	2
Pálos Anna	2
SZÁNTÓ ISTVÁN	1
Márián Gábor,	6
Kollár-Klemencz László	4
Menesi Attila - Christoph Rauch,	2
Székely Beáta,	11
Kerekasztalbeszélgetés és könyvbemutató,	1
Husz Dorottya,	2
fe Lugossy László	2
Fülöp Erzsébet,	2
Madaras Péter,	2
MAGYARI MÁRTON,	1
Zsubori Ervin képzőművész	2
e-flux videokölcsönző,	2
Labass Endre,	1
Csomósné Molnár Mónika,	2
43 mìvész 15 országból,	2
Dr. Elisabeth Kornfeind az Osztrák Kulturális Fórum igazgatója,	2
Szabados Árpád festő-és grafikusművész,	2
Vázsonyi jános szakszofonozik	2
YANG Mao-Lin,	2
David Maljkoviæ,	2
Repászki  Ferenc ▪ Lévay Jenő,	2
Joanna Sokolowska,	2
Tatai Erzsébet PhD művészettörténész	1
Diann Bauer,	2
Siklódi Zsolt,	4
Beke László (MTA),	1
Wieczorek Jola (DocNomads-SZFE),	2
Média és Kommunikáció Tanszék),	1
Huber Sielecki,	2
Várnagy Tibot,	1
Maj Ajna,	4
Riviere,	3
DIANA MARINCU,	2
megnyitja: Sugár János	2
Galántai Zoltán	2
Jonathan Wateridge,	2
Kulinyi Istvan	2
Blaskó Bori táncművészek,	2
Ughy Attila polgármester	3
Peter Fritzenwallner,	2
Dabóczi Dénes művészettörténész	2
Balogh Zsuzsanna,	2
Hugo de la Rosa,	1
Szarka Klára	16
N. Frangione,	2
Kovács Johanna,	3
Free Ostástka (Medve Zsuzsi),	2
Czirják Csilla	2
Ukrán,	2
Egri János	2
Daniela Jauregui,	4
Anne Barlow,	2
Baksa-Soós Veronika,	3
NEOGRÁDY-KISS Barnabás,	9
Turcsán Miklós,	1
Valkai Réka,	2
Meseszó Egyesület	2
Kisképző	2
Paula Oksman,	2
Bakonyi Zsuzsanna,	4
Bereményi Géza író-rendező	2
Tillmann Hanna	2
Hódi Csilla (képzőművész),	2
Kert csoport	2
KEREZSI NEMERE,	5
Simon Hantai,	2
Perczel Júlia	4
Dukay-Nagy Ádám,	2
Tordai Attila,	1
Kondor Edit keramikusművész,	1
KIRÁLY ANDRÁS,	5
René van Raemdonck,	2
Annegret Heinl,	4
Rostás Péter,	4
Katarzyna Kozyra,	10
Rónai Péter,	2
Avishai Sivan,	4
Nagy T,	2
Padi E. Marianna,	2
dr. STURCZ JÁNOS  művészettörténész	2
Bráda Tibor festőművész	3
Földi Péter kiállítása,	2
Isabelle Le Normand	2
Mona Oates,	2
Baji Miklós Zoltán (BMZ),	2
kurátor és Vargha Bálint államjogász,	1
Bogdán János,	2
Heim Péter,	8
Ex-Artists’ Collective (Kaszás Tamás,	4
Lea Lovišková,	1
S. Nagy Katalin művszettörténész	1
Marina Noronha	1
Nina Czegledy médiaművész  kurátor és író	2
Pika N.Á.	2
Révész Antal,	2
Császár László,	2
Művészeti foglalkozás	2
Schulcz Zsuzsa,	2
Be0thy Balázs	2
Szilágyi András	2
Bán Teodóra	2
Csobay Bence,	2
kuda.org,	3
Neo Rauch,	7
Szilágyi Rudolf,	47
Boris Petrov,	2
Jaroslav Fragner Galéria,	2
MKE és EKE hallgatók	2
Hangay Szabó László,	5
Ramón Pereira,	4
Tamás Noémi (1948 - 2004),	1
Alexa Hoyer (DE/US),	2
Július Gyula	2
Mattis Teutsch János,	6
Makkai-Kovács Beatrix,	3
Helena HOLMBERG	1
Kalácska Mária,	1
MAGYARÓSI Éva,	1
Szabó Eszter Ágnes és Ilauszky Tamás,	1
KÓTAI-GULYÁS Andrea Katalin,	4
Barnák László,	2
Győrffy lászló,	2
Faludy Judit	6
MKE hallgatók,	14
LUCZA Zsigmond	2
CSURKA Eszter,	5
Őry Katalin,	2
San Francisco	2
Mikola Gyöngyi	2
Lucien Hervé	2
Buna Konstantin,	2
Haász István,	46
Szendrő Veronika	2
Jakucs János,	4
L.,	3
Hódi Csilla,	18
Kemenesi Zsuzsanna,	5
Nagy Kriszta Tereskova x-T,	2
Győrffy László,	114
Semegi Zoltán,	2
Andas Wolfensberger	2
BALKON / Cluj,	2
Ottavio Taranto,	2
Fülöp Zsolt,	2
Sinkovits Péter	2
Kocsis Csaba,	2
Halega Krisztián,	3
Vera Molnar,	15
Kiss György,	2
efZámbó István	13
Kárászy Szilvia,	1
BALÁZS József Tamás (BAJÓTA) (RO/HU),	2
Armando Gomez Martínez,	2
George Crîngaşu,	4
Ingmar Bergman,	2
Győrffy,	2
Daniel Sigloch,	1
Magyar Attila	2
Lukovszky Ilona,	2
Csizek Gabriella kurátor	2
Vadim FISHKIN,	1
Mag Krisztina,	4
Csipes Antal	5
Fenyvesi Áron  Trafó,	2
Lindsay Lawson	2
Jakab,	2
Ba­lázs Imre Barna,	2
Rónai-Balázs Zoltán  költő	2
Második beszélgetés,	1
Kecseti Gabriella	2
Ermone Zabel Martaian,	2
TUDÓSOK zenekar	3
Bullás József festőművész	6
Ingo Bechmann (GER),	2
Sárkány József művészettörténész	2
helicam pilóta (Ausztria),	2
Dr. Sidló Gábor fotóművész	2
Cantores Ecclesieia Rézfúvós Kvintett	2
Verebes György	71
Esterházy Péter	11
Egyed Ildikó,	2
Molnár Ágnes Éva,	31
Teplán Nóra,	14
Farkas Zsolt,	2
Sebestyén Ágnes művészettörténész hallgató	2
BÁCSI RÓBERT,	3
Hermann Júlia	2
KÖNYV KATA,	3
Mohamed Abouelnaga (EG),	2
botka ildikó,	2
Milorad Krstić,	1
Szabó Tamás Munkácsy-díjas képzőművész,	2
beszélgetések,	5
Sterling Galéria,	1
A résztvevő országok több mint 140 művésze,	2
Anna Khodorkovskaya,	2
Tasnádi Jocó,	2
Alenka Gregorič	4
Szociális és Esélyegyenlőégi Minisztérium,	2
Varga Gedő Zalán Zoltán,	1
Horváth András,	2
Koleszár Adél,	16
Christoph Giradet,	1
Körösvölgyi Zoltán művészettörténész	2
Rudnay Gyula,	9
Svciievc Jlia preorfamnsza,	2
Dr. Kocsis László,	2
A Képzőművészeti Egyetem és az Esterházy Károly Egyetem Vizuális Művészeti Intézetének frissen végzett festőművészei,	2
Pap Éva,	1
Axel Rohlfs,	2
Phil Collins,	4
Babiczky Tibor,	1
A Magyar Képzőművészeti Egyetem hallgatói,	1
Irányok,	2
Bánki Ákos,	110
a Ludwig Múzeum - Kortárs Művészeti Múzeum Gyűjteményi,	1
Horváth Gizella	1
Mészáros Szandra,	2
Shlomi Yaffe (Prága/Tel Aviv),	2
Joanna Owidzka,	2
Természetművészet - Változatok	2
nyakas ilona,	3
köszöntőt mond: Sáros László György,	2
Sigmar Polke,	1
Mohy Sándor,	2
Baráth Ferenc,	4
Kondor-Szilágyi Mária,	8
Chilf Mária	4
Nagy Károly Zsolt,	1
Tóth Luca,	3
Kiszeljov Andrej	2
Figyelem  időpontváltozás!,	2
Deák Nóra	2
bevezető: performansz	3
Boris Demur,	4
Kísérleti Pop-Performance Csoport,	2
Kocsis Eszter,	2
Kollányi Péter	2
Kätte Steinitz,	2
Major János,	19
TÖRŐCSIK Anikó,	2
Móri Bea és Bartek Zsolt	2
PÉLI BARNA,	3
Jerger Krisztina művészettörténész	2
Abid Hasan Noor,	2
Duliskovich Bazil,	25
Dr. Altorjay András	2
Ricarda Roggan,	5
Jurcsik Károly,	2
Független Előadóművészeti Szövetség ügyvivői,	2
Christian KOBI	1
Jerzy BEREŚ,	5
Mihályi Barbara	2
Simon Magdolna művészettörténész	2
MTE hallgatói	2
SZIGETI CSONGOR	2
Czető,	2
Frazon Zsófia és Kemény György	2
Nagy Árpád Pika	22
Hajdu Szabolcs filmrendező	2
William Ewing	2
Dr Máriás,	1
Eva SCHLEGEL,	1
Martin Kollar,	2
igazgatóhelyettes,	2
Tooth Gábor Andor/TGA,	2
Cvetka HOJNIK,	8
Rita Bozi,	1
Lőrinc Borsos,	2
Kiss Viktor	1
Néray Katalin	7
Carolle Benitah,	2
Az első aranykor,	2
Dinamo,	2
a 33. Magyar Sajtófotó Pályázat zsűrielnöke,	1
Daniel Hantai,	2
Dr. med. Simon Etelka	2
Ilosvai Varga István,	4
Zene: Vázsonyi János,	2
Herpai Zoltán,	2
Andrási gábor művészettörténész	2
Toni FRANOVIC	1
Hermán Alíz,	4
Hegyi Lóránd	1
Ernyey Gyula és Michal Stefanowski,	2
Pavlína Marie KAŠPAROVA,	2
Kaplár F.Krisztina,	2
az Index jogtanácsosa,	1
Niran Judit,	3
László Zsuzsa	4
19 óra Galapagos - koncert áram nélkül	2
Tóth Gábor	7
Farmosi Emi (MOME ANIM-Essemble),	2
A Kárpát-medencében élő és dolgozó képzőművészek	2
Szolnoki Képzőművészeti Társaság tagsága	2
Marosvölgyi Gábor,	3
a kiállításnak nincs megnyitója	2
ifj. Kurtág György,	2
Agata Kus,	3
Puskás István  a Magyar Biennále Iroda vezetőj	2
Quim Monzó	2
djkÓMa	2
Jean-Pierre Farkas	2
Krizbainé Szabó Éva,	4
Szanyi Borbála,	30
Markovics Ferenc	1
Jerger Krisztina művészettörténész és Dr. Balla László esztéta beszélget	2
dr. Péterfalvi Attila,	1
Kozsuhárov Zsuzsanna,	4
SZIRTES JÁNOS,	6
Bátai Sándor kiállításán	2
Martin Eder,	2
Dr. Gálig Zoltán  Szombathelyi Képtár igazgatója,	2
Bán András	15
Gazdik Péter,	14
Dr Pogány Gábor művészettörténész,	1
Jaczina Fanni,	1
Ungváry Krisztián,	1
Martin Frey,	4
Alkotás útja,	2
Kiefer Richárd,	2
Király Gellért,	2
Fekete Jenő	2
Orshi Drozdik Orsolya	2
Fodor Péter,	2
Láthatatlan filmek klubja,	2
Radics Márk&Surányi Nóra,	2
