	step6	version 6 - top sim	version 6 - cnt
8750	lapszamban publikaltk	56	2
8751	kovacs istvan	72	20
8752	toth timea agota	55	2
8753	finn koztarsasag kulugyminiszteriumanak	46	1
8754	varga emoke	70	4
8755	kinetikus muveszek magyarorszagrol	48	2
8756	kiss jozsef	69	2
8757	sas miklos	80	2
8758	lakatos attila	80	6
8759	halisten studio	55	2
8760	szabo norbert	72	7
8761	benko lilla	70	8
8762	kiss rita	64	5
8763	iza tarasewicz	54	6
8764	dombrovszky linda	55	1
8765	benjamin thaler	54	3
8766	sinkovics andrea	65	2
8767	szilagyi neuwirth zoe	61	6
8768	schrett laszlo	64	2
8769	konig frigyes dla habil	46	2
8770	az elte btk muveszetelmeleti	51	6
8771	eloado cieklinski sandor filmeszteta	47	1
8772	jarek grulkowski	52	2
8773	oexcellenciaja gajus scheltema holland kiralysag nagykovete	43	4
8774	hegedus marton	62	4
8775	horror pista	52	34
8776	meszaros zsuzsanna	61	2
8777	szutoriszszugyi csongor	49	2
8778	patrick poirier	55	1
8779	csider istvan zoltan	58	6
8780	agnes uray shining	55	1
8781	adam chodzko petra feriancova	45	1
8782	arturas bumsteinas	53	3
8783	bonjour sima	52	2
8784	viola szandra	64	2
8785	mariam petroszjan	52	2
8786	agocs irisz	50	2
8787	kerteszfi agnes	67	1
8788	hartyanyi norbert	67	1
8789	papp pala laszlo barti magdolna	47	2
8790	kovacs orsolya muveszettortenesz	59	2
8791	hanna szperalski tobias muller	49	2
8792	varga virag	76	5
8793	allaine cerwonka	62	1
8794	doncsev andras	67	1
8795	katja pratschke	52	8
8796	lorinczy gyorgyeti	60	2
8797	torok richard	57	1
8798	charles marville	57	2
8799	loredana rancatore	54	2
8800	dorit margreiter	55	1
8801	kozma klasszik	54	2
8802	christoph grunenberg	50	2
8803	cseke csilla	61	2
8804	ronai peter	67	10
8805	skaliczki judit	67	2
8806	changing grey	59	2
8807	damir pavic	55	2
8808	cebula anna	57	8
8809	ppgroup katarina sevic	53	1
8810	ivan zupanc	55	2
8811	anna bujak	74	2
8812	anneli porri	61	2
8813	block csoport	53	10
8814	laura ortman	64	4
8815	yukio fujimoto	56	2
8816	mathieu pernot	58	2
8817	petro petra	64	2
8818	josef albers	69	4
8819	tokai gabor	75	4
8820	pia ronicke	55	2
8821	striker sandor	64	2
8822	timar sara	64	2
8823	julia grybos	55	1
8824	voronko vera	56	6
8825	hathazi laszlo	67	16
8826	art weekkel	55	1
8827	patkai rozina	75	3
8828	tania mouraud	55	2
8829	katarina bajcurova	62	2
8830	bird food market	50	2
8831	bojtar endre magyar narancs	55	2
8832	linzi lentos kunstmuseum	47	2
8833	lazar andras	80	4
8834	beszelgetes vendegeipataky gabriella	55	2
8835	isabell derr	57	2
8836	swoboda katharina	60	4
8837	anna mark	74	7
8838	valogatas iparmuveszeti muzeum	55	2
8839	kiraly andras	70	86
8840	gallai judit	67	2
8841	gall attila	78	10
8842	dobokay mate	55	57
8843	elektro moon vision	52	2
8844	zoltai bea	63	4
8845	fabian aron	70	1
8846	beszelgetotarsa dalos gyorgy	72	2
8847	getto feri	57	2
8848	veri daniel	61	25
8849	jiri lehovec	50	1
8850	feher gyula	55	2
8851	john jordan	70	2
8852	pataki zita	75	2
8853	turay balazs	57	14
8854	dante marianacci	60	2
8855	bjork gudnadottir	50	4
8856	szapu daniel	61	2
8857	ulrich wust	67	2
8858	antal anna	67	2
8859	safar pal	70	2
8860	karina bisch	62	2
8861	radnoti sandor	64	39
8862	ivparticum biennale	50	1
8863	juhasz dorka kovacs lehel	50	3
8864	kontraszty laszlo	71	1
8865	treirer erzsebet	65	2
8866	dren maliqi	54	1
8867	szel adam	74	4
8868	jutka rona	70	2
8869	borbely mihaly tarogato	50	2
8870	fekete attila magyar allami operahaz enekmuvesze	46	2
8871	miyuki kido	56	4
8872	ottlik anna	67	4
8873	szoboszlai lili	55	2
8874	kanada kaosz	58	11
8875	nicoline harskamp	53	6
8876	farkas laura	80	2
8877	clemens wedemeyer	50	6
8878	merei ferenc szakkollegium	53	2
8879	drozdik orsolya	64	6
8880	kiss meta dorka	58	4
8881	kolozsi anita	58	2
8882	schmal roza	50	2
8883	magyar epitesz kamara belsoeti tagozata	53	2
8884	szekeres karoly	67	2
8885	kiss bence adam nagy agoston	49	2
8886	dulledwosinska elzbieta pl	45	2
8887	csabi adam	63	13
8888	suresh sharma	56	2
8889	maggie michael	62	2
8890	siemon allen	64	2
8891	juraj carny	57	7
8892	batai sandor haasz agnes	57	2
8893	reischl szilvi	54	2
8894	barbara leestorck	52	3
8895	peterffy gergely	62	2
8896	ferenczy balint	60	42
8897	carina bergholm sunden	51	2
8898	erik nilsson	61	2
8899	sam havadtoy	52	16
8900	beszelgetotars hegedus orsolya	72	1
8901	vlatka horvat	56	2
8902	anne barlow	60	2
8903	carlo maglitto	55	1
8904	martial cherrier dorottya galeri&agraveban	45	2
8905	marco scotini	64	4
8906	ha manh thang	52	2
8907	michal koleeek	57	4
8908	risko gaspar	57	10
8909	lugosi lugo laszlo	71	12
8910	koltay szonja dorottya	57	2
8911	lisa chang lee	57	2
8912	alexei shulgin	54	2
8913	palotai gabor	75	21
8914	yulia utysheva	54	2
8915	szederkenyi bella	67	2
8916	ipari termekes formatervezo barna gergely	46	2
8917	ban andras	95	83
8918	andrea babcanova	62	2
8919	iwanaga emi	55	1
8920	laczik attila	74	2
8921	zipser maria	58	2
8922	ludwig muzeum kuratori kollektivaja	43	2
8923	krasz adam	74	1
8924	pascal leeman	54	5
8925	alke schmidt	57	2
8926	okwui enwezor	50	1
8927	sergiu octav lupse	44	2
8928	simone elsing	64	1
8929	daradics arpad azbej kristof	47	2
8930	richter sara	64	23
8931	salat gergely sinologus	56	2
8932	menszator heresz attila	59	2
8933	sandor edit	70	28
8934	ulrich attila	69	1
8935	kabai marton	70	2
8936	jaszberenyi sandor	62	4
8937	felugossy laszlo	71	134
8938	varacskos koncer	58	1
8939	thomas tode	60	2
8940	szenti lilla	70	2
8941	giorgia fonyodi	46	1
8942	raum attila	78	3
8943	szoke szabolcs trioja	55	2
8944	orsos laszlo jakab	59	15
8945	lipka boroka	56	2
8946	koszontot bacskai janos ferencvaros	46	3
8947	dalok feketefeherben	51	2
8948	vincze terez	56	6
8949	furulyas krisztina barbara	47	2
8950	mark ther	63	2
8951	(c)wierkiewicz robert	44	3
8952	aszhat majus	67	2
8953	abaffy klara	58	2
8954	alexandra virlan	65	2
8955	gaal jozsef	64	121
8956	manfred fath	57	2
8957	epitesz kamara	62	8
8958	jeroen rijke	56	2
8959	toth gyorgy	61	14
8960	ratoti zoltan	72	4
8961	jan jongert	55	2
8962	balogh peter	73	2
8963	barna orsolya	64	23
8964	lorand zsofia	69	2
8965	csikvari peter+	62	2
8966	thomas schoenberger	60	2
8967	pazmany peter katolikus egyetem adjunktusa	52	1
8968	fekete fruzsina	54	2
8969	koti reka	63	7
8970	orosz csaba	67	26
8971	christina mackie	56	2
8972	lee friedlander	55	2
8973	vegso monika	54	1
8974	zsin bence	67	4
8975	melkovits tamas	71	1
8976	ine wynants	52	2
8977	zagyva laszlo	67	1
8978	magi istvan nkom	65	2
8979	szekesfehervari egyhazmegyei muzeum	46	1
8980	stephan muschick	52	1
8981	sophie magalashvili	48	2
8982	kalmar epitesz muterem	56	1
8983	balina gyula	70	2
8984	marjaelina uusitupa	52	2
8985	krista matyas	57	2
8986	metropolitan egyetem eti	54	3
8987	brigitte franzen	65	2
8988	brittnek andrea	65	2
8989	jonas dahlberg	69	4
8990	potozky laszlo	71	2
8991	robert kushner	54	2
8992	redei ferenc	64	4
8993	varnagy tibot	61	1
8994	solti andras imre	59	2
8995	pawel slota	50	3
8996	takacs erzsebet	65	2
8997	nikon one	53	2
8998	eugen gomringer	56	3
8999	nagy sandor zoltan	67	10
9000	bethlenfalvy adam	54	2
9001	pollner erika	67	2
9002	hiroh kikai	52	2
9003	szily geza	61	4
9004	gabriela aberastury	57	2
9005	kerekes katalin	71	4
9006	tolgyesi katalin	69	4
9007	berkovits balazs	71	1
9008	szabo julia	70	2
9009	nigel thorpe	52	2
9010	varga attila	78	4
9011	alessandra tesi	67	2
9012	kathrin graf	69	2
9013	gyorrfy laszlo	67	2
9014	szabo zoltan	72	17
9015	ocsai karoly	67	7
9016	szekely beata	67	14
9017	kocsis andras sandor	59	2
9018	frank jozsa	58	4
9019	pav mxski	48	2
9020	leonie purchas	57	2
9021	pataki ferenc	69	7
9022	legyen minden sokszor	56	2
9023	brankovics eva kukucska	53	1
9024	kohalmi viktoria	55	1
9025	kitzinger gabor	67	6
9026	kudor duka istvan	76	4
9027	marcin chomicki	64	2
9028	reich karoly	67	7
9029	dla kiss piroska	56	2
9030	anna brzezinska	71	4
9031	matuz gergely	62	4
9032	jana zelibska	71	11
9033	varga istvan	82	2
9034	krystyna pieronkiewiczpieczko	53	2
9035	sport kozalapitvany	56	1
9036	fekete gyorgy emeritus	56	1
9037	petr nikl	61	2
9038	varga rita	82	21
9039	clare kenny	55	2
9040	kukar istvan	76	6
9041	schein gabor	67	2
9042	naiv muveszeti gyujtemeny	55	2
9043	felix kiessling	52	2
9044	roman fleszar	56	2
9045	santiago reyes	59	2
9046	sanna harkonen	70	8
9047	zsirayrummer zoltan	58	2
9048	markovics ferenc	69	3
9049	jasper johns	52	2
9050	revay gyorgy	61	2
9051	udvardy ildiko	54	2
9052	balla vera	62	3
9053	erin o'connor	59	2
9054	huszar andras	80	3
9055	kopocsy judit	57	4
9056	bill viola	60	8
9057	ficsor zsolt	58	12
9058	juhasz hajnalka	52	2
9059	folyamat tarsasag	55	2
9060	klaus pamminger	53	1
9061	lelkes maria	75	4
9062	sasvari edit	70	82
9063	szaboszekely armin	60	2
9064	kromer agnes	67	4
9065	salamon pal	70	1
9066	berczeller rezso	50	2
9067	stepanoviae tijana	57	8
9068	babos gyula	70	4
9069	olah gabor	70	2
9070	dioszegiszocs mate	56	1
9071	szabo laszlo	75	2
9072	akram al halabi	54	2
9073	schikowski alexander	57	2
9074	selection mamu	54	1
9075	hegedus eva	54	6
9076	albert zsuzsa	73	2
9077	szemerey samu	67	23
9078	juan sebastian gomez boa buro aleatorik	46	1
9079	fulop zsuzsanna	73	2
9080	lars trier	57	4
9081	szilagyi roza tekla kurator	68	2
9082	luna jovanovic	58	2
9083	gonzalez marcell	60	4
9084	ami barak kurator	69	2
9085	trio membran	62	2
9086	andrea stultiens	59	4
9087	czegledi nina	56	2
9088	mohau modisakeng	50	14
9089	tanja koljonen	52	2
9090	muveszeti osszefogas	67	2
9091	adele eisenstein	56	2
9092	gyorfi andras	64	6
9093	moira zoitl	58	1
9094	klement zoltan	80	46
9095	szabone harmat ilona	56	2
9096	csonka veronika	76	6
9097	szabo iadam	64	2
9098	kozma lajos	74	1
9099	csillag adam	62	4
9100	subversive film	56	3
9101	molnar farkas	75	20
9102	breznay pal	60	8
9103	viktor freso performansza	48	2
9104	paksi endre lehel apokalypsoterikus arthistorticus	45	2
9105	ragalyi elemer	55	2
9106	gabriel kurtis galerie architektury	52	2
9107	kohegyi laszlo	69	2
9108	szabo judit	73	2
9109	allan siegel	58	41
9110	irina dumitrascu	53	2
9111	jorg schwarzenberger	49	2
9112	koszeghy csilla	55	2
9113	bogdan armanu	57	1
9114	euginia emets	58	2
9115	bezsenyi tamas	71	2
9116	szakolczay lajos	74	10
9117	rajwa tohme	48	1
9118	pauer gyula pszeudo	53	2
9119	petrovics akos	62	2
9120	bikessyheinbucher jozsef	58	2
9121	erfan khalifa	64	2
9122	jancsi zoltan	72	2
9123	ales sedmak	55	2
9124	bano attila	72	2
9125	szabo szilvia galeravezeto	53	1
9126	hilary jeffery	56	4
9127	kulloi peter	59	2
9128	vass akos	61	2
9129	trenka csaba gabor	62	2
9130	birkas mona	56	8
9131	feher zoltan	70	4
9132	tanya ury	57	1
9133	furjesi csaba	62	35
9134	joanna wezyk	55	2
9135	kuchta klara	52	10
9136	buda ferenc	61	4
9137	maller nandor	64	2
9138	maurizio guidoni	57	2
9139	tia cicek	48	2
9140	bernat andras varga gabriella	58	2
9141	geller judit	76	71
9142	anne simone tullemans	59	2
9143	szendrey tamas	71	2
9144	fusz matyas	64	15
9145	szigeti gabor csongor	55	28
9146	sass valeria magyar kepzomuveszeti egyetem szobrasz tanszekenek	49	2
9147	baglyas erika	62	97
9148	michael schwab	60	2
9149	gyuk krisztina	79	16
9150	abel tamas	67	4
9151	nagy katalin	72	117
9152	alkototars tabori andras	62	2
9153	kiss miklos	70	9
9154	levai tamas	78	2
9155	rofusz kinga	58	6
9156	deak botond	55	4
9157	kovats albert	57	40
9158	bodoczky antal	57	2
9159	driton selmani	62	1
9160	exartists' collective kaszas tamas	52	6
9161	erik steinbrecher	64	1
9162	gergye krisztian	73	21
9163	ana vaz	62	2
9164	radnoti akos	62	2
9165	vecsey balazs	64	1
9166	zhang jing junita	55	1
9167	jakovits jozsef	75	5
9168	eric andersen	67	2
9169	roberto vignoli	50	2
9170	aaron fabian	56	2
9171	petnehazy daniel	59	2
9172	zaro tarlatvezetesek	52	2
9173	toth gergely	67	4
9174	juli balla	64	2
9175	fenyes adolf	57	2
9176	magdalena abakanowicz	51	2
9177	czirjak pal	60	2
9178	molnar vera	76	10
9179	dub szekhaz	52	2
9180	berze imre	57	2
9181	csikasz annamaria	60	6
9182	mehes laszlo	75	17
9183	fejerdy tamas dla	63	1
9184	art camp	53	4
9185	lux elvira	48	1
9186	moholynagy muveszeti egyetem	60	7
9187	matteo massagrande	48	2
9188	gu fan	50	2
9189	bergman galeria	64	2
9190	mirta domacinovic	58	1
9191	performance szephegyi szilvi	48	2
9192	galerie gaudens pedit	55	2
9193	caitlin jones	57	2
9194	levai balazs szerkesztorendezo	57	2
9195	najmanyi laszlo thereminkoncertje	45	2
9196	katrin maltzahn	55	6
9197	sini1a labroviae	52	1
9198	eti egyetem	56	2
9199	elliott erwitt	54	2
9200	maria lima victor	65	2
9201	monika hanulak	54	1
9202	varfok galeriaeinek	54	2
9203	anton corbijn	56	6
9204	hernadi ivan	58	2
9205	robert czajka	54	1
9206	dusan zahoransky	55	1
9207	pecsi muhely	50	2
9208	mome vegzosok	67	2
9209	banki gergely	64	2
9210	somogyi gabor	62	2
9211	juraj vojciak	52	2
9212	menasagi peter	74	37
9213	kurdy feher janos	74	12
9214	muranyi sandor	74	4
9215	frank frigyes	59	13
9216	donald cammell	60	2
9217	balizs anna	76	2
9218	hadhazy gergely	67	5
9219	sved kepregenyalkotok	47	1
9220	erik sille	67	2
9221	habis laszlo	75	2
9222	fazekas ildiko	69	4
9223	hans dieter huber	52	2
9224	gyecsek jozsef	58	1
9225	enyedi ildiko	80	4
9226	oze eszter	82	38
9227	lestyan csaba	62	6
9228	manolis tsafos	62	2
9229	molnar gabriella	69	1
9230	abaffy kinga	64	6
9231	puskas peter ybldijas	50	2
9232	szarka klara kuratorral	68	1
9233	urban adam	58	11
9234	igor kuduz	54	2
9235	varga patricia minerva	59	11
9236	bak imrevel	58	1
9237	moizer zsuzsa	72	43
9238	muveszeti kar	67	2
9239	afzambo istvan	69	2
9240	mke ket kurator	69	2
9241	anja casser	60	2
9242	nemet szovetsegi kulturalis alapitvanyeti	45	2
9243	farkas istvan	80	9
9244	judith pasquier	46	2
9245	jankovics marcell	56	6
9246	mekis janos	67	2
9247	varga balazs	75	6
9248	nevres akin	55	2
9249	szabo gyozoszinmuvesz	55	2
9250	marieta chirulescu	53	1
9251	domanovszky endre	58	3
9252	kismanyoky karoly	55	8
9253	fuchs tamas	64	13
9254	aron rantatalo	57	2
9255	marias zoltaneti	64	2
9256	szaxonszasz janos	67	2
9257	jan saudek	55	2
9258	baranyai andras	69	28
9259	szerencses janos	67	1
9260	chikan dora	57	2
9261	dancsuly kriszta	60	2
9262	laczko laszlo	72	2
9263	bojana pejic	50	2
9264	meszaros zsolt	60	50
9265	ferge zsuzsa	72	2
9266	magolcsay nagy gabor	61	6
9267	atau tanaka	57	1
9268	erik binder	67	2
9269	kanako sasaki	55	1
9270	mocsar zsofia	70	2
9271	turek miklos	70	1
9272	timar sara erzsebet	58	2
9273	varga krisztina	76	6
9274	szabo endre	64	2
9275	stijn huijts	50	2
9276	gal judit	76	1
9277	paul oneill	62	2
9278	schumann bianka	52	16
9279	lang zsolt	67	2
9280	pocs vera kurator	65	2
9281	ali kazma	63	2
9282	jurgen ramacher	55	4
9283	dombovari laszlo	65	2
9284	balazs elisabeth angyalka	53	2
9285	gy&otilderfi gabor	62	1
9286	gabriel ajna	73	10
9287	galambregipostapesti barnabas	52	2
9288	horvathkertesz balazs byron	51	2
9289	petho anita	59	2
9290	pauline tonglet	62	4
9291	miksa balint	56	14
9292	pauli anna	76	2
9293	anna julia fridb	57	2
9294	fekete gyula	70	2
9295	lang kristof	64	2
9296	fener tamas kossuthdijas	63	2
9297	palmann zsuzsi	61	2
9298	jeanguillaume bastien	50	2
9299	oexc sauli niinisto	48	2
9300	akademie angewandte kunst	53	2
9301	eli cortinas	61	3
9302	ujvari sandor	74	4
9303	zekany dia	58	32
9304	toth zsuzsann	71	2
9305	serenyi zsigmond	75	16
9306	foldine irtl melinda	54	2
9307	lantos csnge	61	2
9308	nemeth vova	70	2
9309	marjai judit	67	5
9310	paulo kapela	64	1
9311	deakebner lajos	57	2
9312	mariele neudecker	55	2
9313	viola fatyol	55	1
9314	radosza attila	72	1
9315	arvai gyorgy	67	2
9316	jakataicsszabo veronika	98	2
9317	szervatiusz tibor ket	53	1
9318	zakarias istvan	79	56
9319	valogatas fortepan archivumabol	57	1
9320	polgar csaba gyorgy	65	2
9321	gillian wearing	52	2
9322	opal szinhaz	57	2
9323	csaky mariann	67	7
9324	revesz tamas	70	4
9325	kassai muszaki egyetem	60	2
9326	hamori anett	57	18
9327	ricarda denzer	56	2
9328	kibedi varga lorant	53	1
9329	ana kapor	62	2
9330	hargittay zsuzsa	69	4
9331	daniel arhipenko	54	2
9332	vendeg szalai gyorgyi	61	2
9333	zeman zoltan	77	4
9334	ban andras mukritikus	56	10
9335	lee dangkweon	52	2
9336	peternak zsigmond-balogh mate	53	1
9337	zsitva tibor fotokiallitasa	50	2
9338	bodor lilla konyv kata	56	2
9339	jakaticsszabo veronika	98	54
9340	barbara brathova	61	2
9341	michael niemetz	55	2
9342	tabbouch linda	56	2
9343	csordas gabor	70	3
9344	miklos mecs	61	2
9345	orosz eszter	82	4
9346	gesine grundmann	54	10
9347	tarek arabi	55	1
9348	szalai eszter alexandra	56	1
9349	zalakovacs jozsef	75	2
9350	yin peet	57	2
9351	gunter damisch	52	4
9352	trainingspot tarsulat	55	2
9353	bruchner janos	75	2
9354	kiss noemi enekmuveszek	53	1
9355	ken sortais	61	4
9356	imre hanna	60	2
9357	andre raatzsch	57	1
9358	siklodi zsolt	67	4
9359	varszegi tibor varszegitibor	53	2
9360	sikota krisztina	73	2
9361	lossonczy tamas	62	16
9362	hala jozsef	71	2
9363	bielik istvan	62	8
9364	josip brandis	54	2
9365	barka gabor	67	2
9366	majlinda hoxha	48	1
9367	marianne shorten	58	2
9368	magyar fotomuveszek szovetsege	57	1
9369	kornyezettervezo msc barna gergely	47	2
9370	ba zsuzsa	73	2
9371	kovacs olivia	57	37
9372	meggyeshazi eda	54	2
9373	bernadette corporation	48	2
9374	toth elek illes	59	2
9375	nikoleta jancekova	50	2
9376	kepzomuveszeti jovoje	59	2
9377	drsotonyi peter	59	2
9378	choe kyoo sik	46	2
9379	katarina rusnakova	59	2
9380	kopocs tibor	67	2
9381	feketkiss sandor	60	1
9382	jeanlouis trintignant	56	2
9383	abraham viktor	65	2
9384	aliki koutoura	58	1
9385	mihalyfy sandor	69	2
9386	jean dubuffet	52	1
9387	prakvalvi endre	55	2
9388	shinozawa yasuo	52	2
9389	kurti emese	61	36
9390	klie zoltan	80	5
9391	philipp frigyes	57	2
9392	ewa zasada	55	3
9393	gabor anna	73	2
9394	joe calleri	55	1
9395	romvari marton	64	37
9396	domolky daniel	58	4
9397	stephan koperl	54	2
9398	kovacs emese	62	4
9399	peter weiermair	53	2
9400	zold fiatalok egyesulet	57	2
9401	jan van oordt	55	2
9402	nagy zoltan	70	9
9403	orban veronika	76	2
9404	danielle picciotto	53	6
9405	lippai andrea tancmuvesz	55	2
9406	kolozsvari vica	57	2
9407	ulrich erben	64	1
9408	buzokova zhenia	53	2
9409	christine hohenbuchler	56	2
9410	viktor kuznyecov	54	2
9411	kali kinga	64	2
9412	eloado cieklinski sandor	60	2
9413	koos gabriel	64	2
9414	aj vejvej	50	4
9415	bertram jesdinsky	50	2
9416	jonas vera	76	2
9417	tooth gabor andor tga	62	2
9418	anca benera	57	25
9419	carolle benitah	55	2
9420	karacsonyi vasar	60	1
9421	eric kressnig	62	2
9422	oroszlany balazs	64	1
9423	szabo gyorgy	67	29
9424	vasvari peter	74	4
9425	eszt koztarsasag	57	6
9426	agathe bishoffmorales	49	2
9427	barsony marton	64	2
9428	petranyi zsolt fabenyi juliaval	50	1
9429	saverio cecere	59	4
9430	jegenyes diana szoraszmuvesz	53	2
9431	helga weihs	59	3
9432	kezdy luca	53	2
9433	bucsi arpad	55	18
9434	jim avignon	57	2
9435	mezei ildiko	80	10
9436	alfoldi laszlo andras	58	2
9437	kohari tibor	67	2
9438	laszlo zoltan	69	2
9439	moder rezso	67	6
9440	svetlana fialova	53	6
9441	fortepan fotogyujtemeny ismeretleni	43	3
9442	anna ciabach	57	2
9443	farkas henrik	62	2
9444	kondorosi zsuzsa	62	2
9445	niels van tomme	58	2
9446	emil dobriban	56	1
9447	vladimir albu	52	2
9448	dubuc gabriel	64	2
9449	benko zsuzsanna	73	17
9450	franco cortese	59	4
9451	sebesvari soma	56	4
9452	michele walerich	60	2
9453	simon katalin	74	2
9454	ardey edina	57	4
9455	ban zsofia	70	25
9456	ana lupas	62	6
9457	valogatas ekf vizualis muveszeti tanszek	49	2
9458	cosmin pop	48	3
9459	csorba judit	70	3
9460	deigner agnes	61	2
9461	dmitry ermakov	52	1
9462	tymek jezierski	53	1
9463	lenzser peter	67	2
9464	szoke ferenc	61	2
9465	csakany istvan	74	57
9466	darvas angela	56	6
9467	nemeth erika	70	9
9468	rideg gabor	67	2
9469	combarro petra	56	4
9470	zelimir zilnik	62	8
9471	eher janos	75	9
9472	veres gyula	70	1
9473	ivan mecl	58	1
9474	jose luis martinez	56	3
9475	vasali katalin	74	4
9476	boros judit	73	4
9477	bogo krisztina	79	2
9478	levai balazs	78	21
9479	gobi rita	61	8
9480	derecskei andrea	62	3
9481	muzak ltd	52	2
9482	halasi rita atrium	57	1
9483	margit zuckriegl	55	2
9484	hazas nikoletta	59	2
9485	veres szabolcs	56	10
9486	gal bettina	59	2
9487	wahorn airport	61	1
9488	vargha mark peter	67	8
9489	otvos zoltan	64	42
9490	haasz istvan	80	58
9491	eloado ungvary krisztian tortenesz	52	2
9492	szilagyi marta	62	1
9493	farbaky peter	67	4
9494	jozsa pal	60	1
9495	iparmuveszek egyesulete	59	2
9496	acs ermes karoly	57	4
9497	gedo ilka	56	2
9498	karolyi zsigmond	75	54
9499	kerekes peter janos kiss gabor attila	48	2
9500	kazass tmaas	57	2
9501	wim delvoye	46	4
9502	jivens breewenses	48	4
9503	hatos csaba	61	2
9504	mta krtk vilagggazdasagi intezet	43	2
9505	gabriela kapralova	67	2
9506	faskerti zsofi	59	4
9507	filip tamas	73	2
9508	arkus sandor robert	58	2
9509	tamas stauby	58	2
9510	alex schikowski	57	2
9511	ducki tomek	46	4
9512	guli silberstein	59	2
9513	kerstin frankegneusss	53	2
9514	muveszettorteneti tarsulat	62	2
9515	srdjan zivulovic	50	2
9516	gabor eva maria	64	30
9517	hollo judit	73	4
9518	almut rink	55	1
9519	konyvaso laszlo	69	2
9520	muladi brigitta kuratora	68	2
9521	neon galeria	83	2
9522	agnieszka jankowskamarzec	49	2
9523	csikos peter	92	1
9524	ismael killinside	60	2
9525	michail kolacek	59	2
9526	muskovics gyula	54	44
9527	bohm gergo	63	2
9528	kattner krisztina	71	2
9529	eyal sivan	57	4
9530	kurator rebeka poldsam	55	2
9531	pantl mihaly	61	1
9532	martus eva	64	12
9533	shota demetrashvili	51	2
